Delivery Market Name,Campaign,Channel,Date,Com sent,with success,Nb of Opening,Nb of Clicks,Transactions generated,Turnover,Turnover Online,Turnover Offline,Nb of Items Bought
France,Delivery_Réveil_Inactifs -15%,Email,2020-12-16 00:00:00,119,119,39,9,1,212,0,212,5
France,Delivery_Refill,Email,2020-02-22 00:00:00,247,240,103,9,3,211,0,211,8
France,Delivery_CrossSell,Email,2020-01-02 00:00:00,53,53,27,5,2,210.33,0,210,9
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-26 00:00:00,3,3,1,0,1,209,0,209,8
France,Delivery_Réveil_Inactifs -15%,Email,2020-05-21 00:00:00,108,107,48,9,2,209,0,209,4
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-08 00:00:00,24,22,9,1,2,206,103,103,4
France,Delivery_Abandon_Panier_mmtro,Email,2020-02-17 00:00:00,6,6,4,2,1,205,0,205,4
France,Delivery_CrossSell,Email,2020-09-07 00:00:00,27,27,11,2,1,205,0,205,2
France,Delivery_Refill,Email,2020-02-24 00:00:00,152,152,74,10,1,205,0,205,3
France,Delivery_Réveil_Inactifs -15%,Email,2020-07-17 00:00:00,132,131,42,5,2,205,0,205,6
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-02-05 00:00:00,6,6,0,0,1,205,0,205,3
France,SMS_Tactical_fr_Printemps_Lyon_20201117,SMS/MMS,2020-11-17 00:00:00,1446,1372,0,0,1,205,0,205,7
France,Delivery_CrossSell,Email,2020-02-25 00:00:00,54,54,25,4,2,204,0,204,4
France,Delivery_Refill,Email,2020-07-27 00:00:00,84,84,38,6,2,203,0,203,6
France,Delivery_Refill,Email,2020-07-03 00:00:00,59,59,38,7,1,202.5,0,203,9
France,Delivery_Réveil_Inactifs -15%,Email,2020-11-01 00:00:00,80,79,37,9,1,198.9,199,0,2
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-25 00:00:00,33,32,23,7,2,197.5,198,0,6
France,Delivery_Réveil_Inactifs -15%,Email,2020-08-07 00:00:00,59,59,14,2,1,192.94,0,193,12
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-28 00:00:00,3,3,1,0,1,192.5,0,193,8
France,Delivery_Auto_AnnivJ,Email,2020-02-28 00:00:00,375,375,119,10,3,191.25,0,191,21
France,Delivery_Refill,Email,2020-08-11 00:00:00,75,75,26,9,2,189,0,189,7
France,Delivery_RougeG_Refill,Email,2020-01-04 00:00:00,50,50,23,2,1,188.8,0,189,10
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-26 00:00:00,5,5,2,0,1,187.85,0,188,7
France,Delivery_Refill,Email,2020-07-16 00:00:00,100,99,45,8,1,187.6,0,188,5
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-27 00:00:00,29,29,11,4,2,187.5,0,188,7
France,Delivery_Abandon_Panier_mmtro,Email,2020-02-03 00:00:00,19,19,11,3,2,186,99,87,8
France,Delivery_Abandon_Panier_mmtro,Email,2020-02-11 00:00:00,7,7,5,2,2,185.85,0,186,11
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-01 00:00:00,17,17,12,3,1,185.04,0,185,9
France,Delivery_fr_Ete7_Exlusiv_Guerlain_20200811,Email,2020-08-12 00:00:00,2221,1415,297,29,2,182.5,0,183,8
France,Delivery_Réveil_Inactifs -15%,Email,2020-12-01 00:00:00,223,221,89,17,2,181.3,0,181,13
France,Delivery_Welcome3_Auto_Fid_Boutique,Email,2020-01-11 00:00:00,108,101,48,8,2,181.05,0,181,4
France,Delivery_Refill,Email,2020-02-15 00:00:00,193,192,78,8,1,181,0,181,6
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-01 00:00:00,4,4,0,0,3,179.9,0,180,10
France,Delivery_Réveil_Inactifs -25%,Email,2020-06-13 00:00:00,173,171,69,20,3,179.25,0,179,6
France,Delivery_Réveil_Inactifs -25%,Email,2020-06-24 00:00:00,61,61,27,5,1,179,0,179,7
France,Delivery_SMS_fr_1to1_20200619,SMS/MMS,2020-06-26 00:00:00,5013,4378,0,0,2,179,0,179,5
France,Delivery_Refill,Email,2020-02-21 00:00:00,207,206,78,10,1,175,0,175,6
France,Delivery_Relance_Echantillons,Email,2020-07-06 00:00:00,10,10,4,0,1,175,0,175,2
France,Delivery_RougeG_Refill,Email,2020-02-05 00:00:00,19,19,4,1,1,173,0,173,4
France,Delivery_CrossSell,Email,2020-08-28 00:00:00,12,12,3,0,1,171.75,0,172,7
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-27 00:00:00,8,8,5,3,3,171.75,0,172,5
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-25 00:00:00,14,14,5,1,1,170,0,170,7
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-01 00:00:00,45,45,23,3,2,169,0,169,8
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-09 00:00:00,78,76,26,6,2,168,0,168,14
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-05 00:00:00,87,85,32,11,2,166.37,0,166,9
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-28 00:00:00,5,4,0,0,1,166,0,166,5
France,Delivery_Réveil_Inactifs -15%,Email,2020-08-09 00:00:00,50,50,25,7,2,165.32,0,165,4
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-02-10 00:00:00,11,10,0,0,1,162.75,163,0,3
France,Delivery_Abandon_Panier_mmtro,Email,2020-01-27 00:00:00,12,12,9,4,1,161.5,0,162,7
France,20200327_MailingAuto_Anniv_Boutique_TG_TTG,Direct Mail,2020-03-27 00:00:00,38,38,0,0,1,160,0,160,5
France,Delivery_Refill,Email,2020-04-03 00:00:00,42,42,18,3,1,160,0,160,10
France,Delivery_Réveil_Inactifs -15%,Email,2020-01-03 00:00:00,68,68,22,5,1,160,0,160,3
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-17 00:00:00,94,94,37,2,2,160,138,22,5
France,Delivery_Welcome3_Auto_Fid_Ecommerce,Email,2020-01-14 00:00:00,16,16,8,1,1,160,0,160,2
France,Delivery_Refill,Email,2020-02-26 00:00:00,142,141,57,4,1,159.75,0,160,4
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-31 00:00:00,24,24,14,5,2,159,0,159,7
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-23 00:00:00,18,16,13,4,1,159,0,159,13
France,Mailing Opé Cabine LBM S45 2020,Direct Mail,2020-10-22 00:00:00,684,684,0,0,1,158,158,0,2
France,Delivery_Welcome3_Auto_Fid_Ecommerce,Email,2020-01-29 00:00:00,8,8,4,2,1,157,0,157,7
France,Delivery_Réveil_Inactifs -15%,Email,2020-07-23 00:00:00,118,118,47,8,1,155,0,155,2
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-25 00:00:00,16,16,12,1,1,155,0,155,3
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-03 00:00:00,38,33,14,1,3,155,0,155,15
France,Delivery_Réveil_Inactifs -15%,Email,2020-12-13 00:00:00,105,104,37,7,2,154,0,154,10
France,Delivery_Anniv-15_Auto_Boutique_H,Email,2020-02-03 00:00:00,28,28,12,1,2,153,0,153,7
France,Delivery_Welcome3_Auto_Fid_Ecommerce,Email,2020-02-27 00:00:00,14,14,8,3,1,152.99,0,153,8
France,Delivery_CrossSell,Email,2020-04-16 00:00:00,7,7,6,2,1,152,0,152,8
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-15 00:00:00,14,13,6,3,1,151.12,0,151,5
France,Delivery_Relance_Echantillons,Email,2020-05-27 00:00:00,16,16,13,1,1,151,0,151,12
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-27 00:00:00,23,23,11,1,1,150,0,150,4
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-25 00:00:00,22,21,13,6,1,148.75,0,149,2
France,Delivery_Relance_Echantillons,Email,2020-02-03 00:00:00,4,4,4,1,1,148.5,0,149,5
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-08 00:00:00,87,76,28,3,1,147.5,0,148,6
France,Delivery_Welcome3_Auto_Fid_Boutique,Email,2020-02-10 00:00:00,32,23,13,3,1,147.5,0,148,5
France,Delivery_Réveil_Inactifs -25%,Email,2020-09-10 00:00:00,85,82,34,10,2,147,147,0,2
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-26 00:00:00,6,6,3,0,1,144.75,0,145,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-09-30 00:00:00,67,67,25,6,2,141.95,0,142,5
France,Delivery_Réveil_Inactifs -15%,Email,2020-07-31 00:00:00,77,77,29,5,2,141.4,74,67,3
France,Delivery_Welcome4_Auto_Fid,Email,2020-02-01 00:00:00,30,30,18,6,1,140,0,140,5
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-27 00:00:00,39,35,26,12,1,139,0,139,2
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-21 00:00:00,49,41,26,7,1,139,0,139,2
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-04 00:00:00,71,70,20,1,2,138.25,0,138,10
France,Delivery_Refill,Email,2020-01-31 00:00:00,201,200,98,9,1,138,0,138,5
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-09 00:00:00,48,44,32,11,2,137.75,0,138,12
France,Delivery_Réveil_Inactifs -15%,Email,2020-06-01 00:00:00,53,53,22,1,1,136,0,136,5
France,Delivery_Réveil_Inactifs -15%,Email,2020-11-21 00:00:00,97,94,32,9,2,134.5,0,135,13
France,Delivery_Réveil_Inactifs -15%,Email,2020-11-04 00:00:00,67,67,27,7,1,134.3,134,0,2
France,Delivery_Refill,Email,2020-07-21 00:00:00,70,69,37,5,1,134.25,0,134,7
Italy,Delivery Rossetto KISS KISS,Email,2020-11-13 00:00:00,3244,3206,1171,171,3,133,133,0,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-10-30 00:00:00,73,73,28,7,1,132,0,132,4
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-02-08 00:00:00,26,25,0,0,1,131.25,0,131,2
France,Delivery_Refill,Email,2020-02-19 00:00:00,185,183,74,8,1,131,0,131,9
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-21 00:00:00,98,97,27,2,1,131,0,131,3
France,Delivery_Réveil_Inactifs -15%,Email,2020-05-31 00:00:00,64,63,29,4,1,130,0,130,2
France,Delivery_RougeG_CrossSell,Email,2020-01-31 00:00:00,11,11,5,0,1,130,0,130,5
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-09 00:00:00,32,29,15,6,2,129.5,0,130,8
France,Delivery_CrossSell,Email,2020-04-03 00:00:00,30,30,17,3,1,129,0,129,4
France,Delivery_CrossSell,Email,2020-04-04 00:00:00,50,50,24,6,1,129,0,129,8
France,Delivery_CrossSell,Email,2020-07-25 00:00:00,33,33,22,6,2,129,0,129,5
France,Delivery_Refill,Email,2020-04-12 00:00:00,129,129,60,7,1,129,0,129,6
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-01 00:00:00,1,1,1,1,1,128,0,128,6
France,Delivery_Refill,Email,2020-06-15 00:00:00,29,29,21,4,1,128,0,128,2
France,Delivery_MonGuerlain_CrossSell,Email,2020-01-23 00:00:00,7,7,3,0,1,127,0,127,3
France,Delivery_Réveil_Inactifs -15%,Email,2020-10-13 00:00:00,97,96,24,2,1,127,127,0,1
France,Delivery_CrossSell,Email,2020-01-20 00:00:00,40,39,13,5,2,125.25,0,125,4
France,Delivery_RougeG_CrossSell,Email,2020-01-09 00:00:00,47,47,17,3,1,124.6,0,125,2
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-20 00:00:00,39,36,19,7,1,123.65,0,124,10
France,Delivery_Auto_AnnivJ,Email,2020-02-20 00:00:00,407,402,127,14,2,123,0,123,15
France,Delivery_Anniv-15_Auto_Boutique_F,Email,2020-02-26 00:00:00,57,57,22,3,2,121.25,0,121,10
France,Delivery_RougeG_CrossSell,Email,2020-05-28 00:00:00,21,21,15,0,1,121,0,121,9
France,Delivery_WelcomeFranchise_RougeG,Email,2020-02-04 00:00:00,5,4,2,0,1,121,0,121,7
France,Delivery_CrossSell,Email,2020-02-07 00:00:00,12,12,6,1,1,120,0,120,6
France,Delivery_Réveil_Inactifs -25%,Email,2020-06-29 00:00:00,158,156,59,7,1,120,0,120,4
France,Delivery_Refill,Email,2020-08-18 00:00:00,96,95,42,10,3,119,0,119,9
France,Delivery_Réveil_Inactifs -15%,Email,2020-07-24 00:00:00,69,68,33,1,1,119,119,0,1
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-22 00:00:00,10,10,0,0,1,119,0,119,6
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-07 00:00:00,16,15,9,2,1,119,0,119,6
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-14 00:00:00,93,90,38,16,1,119,0,119,2
Italy,Digital Mon Guerlain,Email,2020-10-29 00:00:00,3202,3160,1108,97,1,119,119,0,1
France,Delivery_Réveil_Inactifs -25%,Email,2020-06-07 00:00:00,54,54,20,3,2,117.75,0,118,5
France,Delivery_CrossSell,Email,2020-02-04 00:00:00,18,18,8,1,2,117.6,0,118,6
France,Delivery_RougeG_Refill,Email,2020-02-10 00:00:00,22,22,8,2,1,117,0,117,11
France,Delivery_Welcome4_Auto_Prospect,Email,2020-01-15 00:00:00,7,7,4,1,1,117,0,117,3
France,Delivery_WelcomeFranchise_RougeG,Email,2020-04-06 00:00:00,3,3,3,1,2,117,0,117,14
France,Delivery_RougeG_Refill,Email,2020-01-19 00:00:00,17,17,6,1,1,114.5,0,115,9
France,Delivery_Refill,Email,2020-01-02 00:00:00,110,110,51,3,1,112.5,0,113,4
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-17 00:00:00,49,39,24,6,2,112.4,0,112,8
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-23 00:00:00,15,14,9,5,3,111.8,0,112,8
France,Delivery_Réveil_Inactifs -25%,Email,2020-06-12 00:00:00,140,139,57,8,1,110.62,0,111,6
France,Delivery_Auto_AnnivJ,Email,2020-02-21 00:00:00,350,345,102,11,1,110,0,110,3
France,Delivery_Relance_Echantillons,Email,2020-01-03 00:00:00,13,13,8,1,2,110,0,110,12
France,Delivery_Réveil_Inactifs -15%,Email,2020-08-16 00:00:00,53,53,25,2,1,110,110,0,2
France,Delivery_RougeG_CrossSell,Email,2020-11-28 00:00:00,10,10,5,1,1,110,110,0,2
France,Delivery_RougeG_Refill,Email,2020-02-04 00:00:00,5,5,2,0,1,109.5,0,110,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-15 00:00:00,138,138,51,4,1,108.5,0,109,4
France,Delivery_Relance_Echantillons,Email,2020-05-28 00:00:00,11,11,9,1,1,108,0,108,7
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-13 00:00:00,28,27,17,4,2,107.25,0,107,5
France,Delivery_CrossSell,Email,2020-01-03 00:00:00,49,49,22,8,3,106,0,106,8
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-27 00:00:00,1,1,1,0,1,106,0,106,6
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-02-07 00:00:00,69,65,0,0,2,105.75,0,106,9
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-13 00:00:00,25,22,11,4,1,105,0,105,2
France,Delivery_CrossSell,Email,2020-01-24 00:00:00,56,54,14,1,1,104.5,0,105,4
France,Delivery_Réveil_Inactifs -25%,Email,2020-09-21 00:00:00,117,117,45,5,1,104.25,0,104,5
France,Delivery_Welcome4_Auto_Fid,Email,2020-02-10 00:00:00,8,8,3,0,3,104.25,0,104,6
France,Delivery_Anniv-15_Auto_Ecommerce_F,Email,2020-02-02 00:00:00,294,287,67,9,1,104,0,104,7
France,Delivery_Réveil_Inactifs -15%,Email,2020-10-20 00:00:00,93,92,43,2,1,104,0,104,7
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-07 00:00:00,7,6,0,0,1,104,0,104,4
France,Delivery_Anniv-15_Auto_Ecommerce_F,Email,2020-02-18 00:00:00,269,269,72,7,1,103,0,103,3
France,Delivery_Refill,Email,2020-01-04 00:00:00,81,80,45,9,1,103,0,103,2
France,Delivery_Refill,Email,2020-06-26 00:00:00,30,30,14,0,1,103,0,103,2
France,Delivery_Refill,Email,2020-08-08 00:00:00,72,72,29,5,1,103,0,103,3
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-13 00:00:00,95,94,29,6,1,103,0,103,2
France,Delivery_Réveil_Inactifs -25%,Email,2020-06-10 00:00:00,86,85,36,7,1,103,0,103,2
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-25 00:00:00,12,9,0,0,1,103,0,103,2
Italy,Newsletter Guerlain Beauty Booker,Email,2020-10-28 00:00:00,3268,3158,1142,103,2,102.9,49,54,2
France,Delivery_Réveil_Inactifs -25%,Email,2020-07-01 00:00:00,39,39,12,2,2,102,0,102,7
France,Delivery_Réveil_Inactifs -25%,Email,2020-07-02 00:00:00,86,85,36,7,1,102,0,102,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-11-05 00:00:00,67,66,26,6,1,101.15,101,0,1
France,Delivery_Réveil_Inactifs -15%,Email,2020-10-02 00:00:00,98,96,32,8,1,100,0,100,4
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-01 00:00:00,17,17,3,0,1,100,0,100,3
France,Delivery_Anniv-15_Auto_Ecommerce_F,Email,2020-02-23 00:00:00,322,320,73,12,1,99,0,99,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-12-20 00:00:00,224,224,86,12,1,99,0,99,3
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-07 00:00:00,18,18,11,3,1,99,0,99,4
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-18 00:00:00,17,15,9,1,1,99,0,99,3
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-23 00:00:00,32,31,13,3,1,99,0,99,2
France,Delivery_CrossSell,Email,2020-06-11 00:00:00,27,27,14,1,1,98,0,98,4
France,Delivery_Refill,Email,2020-04-13 00:00:00,153,152,71,16,1,98,0,98,9
France,Delivery_Auto_AnnivJ,Email,2020-02-29 00:00:00,71,71,28,7,1,96.75,0,97,2
France,Delivery_CrossSell,Email,2020-09-05 00:00:00,28,28,11,2,1,96.75,0,97,2
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-08 00:00:00,29,27,20,7,1,96.75,0,97,2
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-02-04 00:00:00,19,17,0,0,1,96.37,0,96,5
France,Delivery_RougeG_CrossSell,Email,2020-01-06 00:00:00,23,23,16,1,1,95.5,0,96,4
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-03 00:00:00,31,29,16,4,1,95.5,96,0,12
France,Delivery_Réveil_Inactifs -15%,Email,2020-08-10 00:00:00,61,61,22,5,1,95,0,95,3
France,Delivery_Réveil_Inactifs -15%,Email,2020-08-17 00:00:00,43,43,15,1,1,95,0,95,3
France,Delivery_CrossSell,Email,2020-02-17 00:00:00,25,25,10,1,1,93.6,0,94,2
France,Delivery_Anniv-15_Auto_Boutique_H,Email,2020-02-25 00:00:00,920,110,38,5,1,93,0,93,3
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-14 00:00:00,27,26,18,5,1,92.65,0,93,2
France,Delivery_Refill,Email,2020-07-09 00:00:00,41,41,20,8,1,92.5,0,93,7
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-26 00:00:00,20,20,5,0,2,92,0,92,8
France,Delivery_Réveil_Inactifs -15%,Email,2020-12-17 00:00:00,134,131,47,9,1,91,0,91,10
France,Delivery_Réveil_Inactifs -15%,Email,2020-10-05 00:00:00,83,83,32,5,1,90.95,91,0,2
France,Delivery_CrossSell,Email,2020-01-06 00:00:00,33,32,22,5,1,90,0,90,3
France,Delivery_Réveil_Inactifs -15%,Email,2020-02-14 00:00:00,140,140,51,11,1,90,0,90,2
France,Delivery_Refill,Email,2020-09-08 00:00:00,80,79,30,4,1,89,0,89,2
France,Delivery_Réveil_Inactifs -15%,Email,2020-07-21 00:00:00,197,173,68,8,1,88.5,0,89,8
France,Delivery_RougeG_CrossSell,Email,2020-01-12 00:00:00,35,35,15,0,1,88.5,0,89,4
France,Delivery_Relance_Echantillons,Email,2020-02-06 00:00:00,6,6,4,1,1,88,0,88,3
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-31 00:00:00,20,20,8,3,1,88,0,88,7
France,Delivery_Réveil_Inactifs -15%,Email,2020-01-24 00:00:00,55,55,16,2,2,86.5,0,87,8
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-02-03 00:00:00,17,16,0,0,1,86.5,0,87,5
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-09 00:00:00,3,3,0,0,1,86.5,0,87,5
France,Delivery_Anniv-15_Auto_Boutique_F,Email,2020-02-27 00:00:00,48,48,17,1,1,86.25,0,86,7
France,LEAFLETOI_HP Juillet 2020 Echantillon,Direct Mail,2020-07-27 00:00:00,791,791,0,0,1,86,0,86,4
France,Delivery_Refill,Email,2020-09-02 00:00:00,116,113,51,7,1,85.5,86,0,2
France,Delivery_Refill,Email,2020-08-27 00:00:00,23,23,15,4,1,84.5,0,85,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-01-13 00:00:00,77,75,21,2,2,82.5,0,83,5
France,Delivery_Abandon_Panier_mmtro,Email,2020-02-09 00:00:00,2,2,2,1,1,81.6,0,82,4
France,Delivery_CrossSell,Email,2020-07-29 00:00:00,14,14,4,1,1,81.5,0,82,4
France,Delivery_Welcome3_Auto_Fid_Boutique,Email,2020-02-19 00:00:00,26,26,16,5,2,81.5,0,82,7
France,Delivery_Anniv-15_Auto_Espace_F,Email,2020-02-02 00:00:00,11,10,5,1,1,80.92,0,81,4
France,Delivery_Abandon_Panier_mmtro,Email,2020-01-31 00:00:00,14,14,11,4,1,80.31,0,80,7
France,Delivery_CrossSell,Email,2020-01-05 00:00:00,27,27,14,2,1,79.5,0,80,2
France,Delivery_Refill,Email,2020-07-31 00:00:00,62,62,26,6,1,77.7,0,78,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-08-11 00:00:00,94,90,32,1,1,77.25,77,0,1
France,Delivery_RougeG_CrossSell,Email,2020-06-27 00:00:00,5,5,2,0,1,77.25,0,77,2
France,Delivery_Welcome3_Auto_Fid_Boutique,Email,2020-01-31 00:00:00,8,7,4,3,1,76.5,0,77,2
France,Delivery_Refill,Email,2020-06-20 00:00:00,33,33,18,4,1,76,0,76,4
France,Delivery_Refill,Email,2020-06-07 00:00:00,38,38,16,1,1,75,0,75,5
France,Delivery_RougeG_Refill,Email,2020-09-23 00:00:00,55,55,19,2,1,75,75,0,1
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-15 00:00:00,28,28,15,4,1,73,0,73,5
Italy,RE INVIO PERSONALIZZAZIONE BEE BOTTLE DIGITAL,Email,2020-12-09 00:00:00,3437,3414,1047,145,1,70.5,71,0,2
France,Delivery_Welcome4_Auto_Prospect,Email,2020-01-13 00:00:00,21,21,10,3,1,70,0,70,5
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-27 00:00:00,21,15,0,0,3,69.75,0,70,7
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-20 00:00:00,23,23,14,8,1,69.75,0,70,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-10-27 00:00:00,94,93,39,4,1,69.7,70,0,1
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-02-11 00:00:00,18,17,0,0,1,69.7,0,70,5
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-24 00:00:00,31,31,12,2,1,69,0,69,4
Italy,Replinishment email IT 202006,Email,2020-06-17 00:00:00,16,16,6,3,1,69,69,0,2
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-16 00:00:00,139,136,54,8,3,68.75,22,47,11
France,Delivery_RougeG_Refill,Email,2020-01-10 00:00:00,8,8,5,1,1,68.5,0,69,5
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-20 00:00:00,8,8,0,0,1,68,0,68,4
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-03 00:00:00,5,4,3,1,1,68,0,68,2
France,Delivery_Réveil_Inactifs -15%,Email,2020-09-05 00:00:00,39,38,15,1,1,67.5,0,68,2
France,Delivery_Refill,Email,2020-01-30 00:00:00,311,308,138,24,1,67,0,67,6
France,Delivery_Refill,Email,2020-09-11 00:00:00,74,74,37,1,1,66.93,0,67,4
France,Delivery_CrossSell,Email,2020-07-06 00:00:00,41,41,22,6,1,66,0,66,5
France,Delivery_Relance_Echantillons,Email,2020-01-10 00:00:00,3,3,2,0,1,64.5,0,65,5
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-22 00:00:00,11,9,7,1,1,64.5,0,65,5
France,Delivery_Welcome4_Auto_Fid,Email,2020-01-03 00:00:00,183,182,93,29,1,64,0,64,5
France,Delivery_CrossSell,Email,2020-06-30 00:00:00,56,55,26,4,1,59.92,0,60,4
France,Delivery_Réveil_Inactifs -15%,Email,2020-12-19 00:00:00,1053,1049,328,41,1,58.65,59,0,2
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-01 00:00:00,39,39,24,9,2,58,0,58,8
France,Delivery_Welcome3_Auto_Fid_Ecommerce,Email,2020-02-03 00:00:00,9,9,6,3,2,58,0,58,9
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-12 00:00:00,29,29,13,4,1,56.25,0,56,2
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-23 00:00:00,17,17,4,2,1,56,0,56,2
France,Delivery_CrossSell,Email,2020-08-01 00:00:00,24,23,7,4,1,55.5,0,56,4
France,Clienteling_Auto_FR_Contactlist_N2_202011,Clienteling,2020-11-30 00:00:00,2916,362,0,0,1,55,0,55,6
France,Delivery_Réveil_Inactifs -15%,Email,2020-07-11 00:00:00,91,90,35,5,1,55,0,55,3
France,Delivery_RougeG_Refill,Email,2020-02-18 00:00:00,73,73,25,2,1,55,0,55,4
France,Delivery_RougeG_Refill,Email,2020-02-19 00:00:00,79,79,34,4,1,55,0,55,4
France,Delivery_RougeG_Refill,Email,2020-02-21 00:00:00,49,49,19,2,1,55,0,55,5
France,Delivery_RougeG_Refill,Email,2020-09-03 00:00:00,6,6,2,1,1,55,55,0,2
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-06 00:00:00,10,10,6,1,1,55,0,55,7
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-10 00:00:00,12,12,4,1,1,55,0,55,9
France,Delivery_Welcome3_Auto_Fid_Boutique,Email,2020-01-10 00:00:00,10,8,5,2,1,55,0,55,4
France,Delivery_Welcome3_Auto_Fid_Boutique,Email,2020-01-22 00:00:00,11,11,9,1,1,55,0,55,5
France,Delivery_Welcome3_Auto_Fid_Ecommerce,Email,2020-02-05 00:00:00,6,6,5,1,1,55,0,55,6
France,Delivery_Welcome4_Auto_Prospect,Email,2020-01-01 00:00:00,322,322,154,57,1,55,0,55,6
France,Delivery_WelcomeFranchise_RougeG,Email,2020-02-16 00:00:00,19,18,12,2,1,55,0,55,4
France,Delivery_WelcomeFranchise_RougeG,Email,2020-04-16 00:00:00,4,4,2,0,1,55,0,55,7
France,Delivery_Refill,Email,2020-03-28 00:00:00,67,66,31,4,1,54.5,0,55,6
France,Delivery_Anniv-15_Auto_Espace_F,Email,2020-02-14 00:00:00,94,92,41,6,1,54,0,54,2
France,Delivery_Welcome4_Auto_Prospect,Email,2020-02-24 00:00:00,40,40,21,11,1,53.54,0,54,5
